,reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
50,2023-10-07,wk inc flu hosp,2.0,2023-10-21,US,quantile,0.150,990.0
51,2023-10-07,wk inc flu hosp,2.0,2023-10-21,US,quantile,0.200,1064.0
52,2023-10-07,wk inc flu hosp,2.0,2023-10-21,US,quantile,0.250,1125.0
53,2023-10-07,wk inc flu hosp,2.0,2023-10-21,US,quantile,0.300,1189.0
54,2023-10-07,wk inc flu hosp,2.0,2023-10-21,US,quantile,0.350,1250.0
55,2023-10-07,wk inc flu hosp,2.0,2023-10-21,US,quantile,0.400,1313.0
56,2023-10-07,wk inc flu hosp,2.0,2023-10-21,US,quantile,0.450,1375.0
57,2023-10-07,wk inc flu hosp,2.0,2023-10-21,US,quantile,0.500,1435.0
58,2023-10-07,wk inc flu hosp,2.0,2023-10-21,US,quantile,0.550,1504.0
59,2023-10-07,wk inc flu hosp,2.0,2023-10-21,US,quantile,0.600,1576.0
60,2023-10-07,wk inc flu hosp,2.0,2023-10-21,US,quantile,0.650,1654.0
61,2023-10-07,wk inc flu hosp,2.0,2023-10-21,US,quantile,0.700,1735.0
62,2023-10-07,wk inc flu hosp,2.0,2023-10-21,US,quantile,0.750,1829.0
63,2023-10-07,wk inc flu hosp,2.0,2023-10-21,US,quantile,0.800,1946.0
64,2023-10-07,wk inc flu hosp,2.0,2023-10-21,US,quantile,0.850,2097.0
65,2023-10-07,wk inc flu hosp,2.0,2023-10-21,US,quantile,0.900,2282.0
66,2023-10-07,wk inc flu hosp,2.0,2023-10-21,US,quantile,0.950,2599.0
67,2023-10-07,wk inc flu hosp,2.0,2023-10-21,US,quantile,0.975,2921.0
68,2023-10-07,wk inc flu hosp,2.0,2023-10-21,US,quantile,0.990,3319.0
69,2023-10-07,wk inc flu hosp,3.0,2023-10-28,US,quantile,0.010,750.0
70,2023-10-07,wk inc flu hosp,3.0,2023-10-28,US,quantile,0.025,857.0
71,2023-10-07,wk inc flu hosp,3.0,2023-10-28,US,quantile,0.050,972.0
72,2023-10-07,wk inc flu hosp,3.0,2023-10-28,US,quantile,0.100,1114.0
73,2023-10-07,wk inc flu hosp,3.0,2023-10-28,US,quantile,0.150,1219.0
74,2023-10-07,wk inc flu hosp,3.0,2023-10-28,US,quantile,0.200,1306.0
75,2023-10-07,wk inc flu hosp,3.0,2023-10-28,US,quantile,0.250,1391.0
76,2023-10-07,wk inc flu hosp,3.0,2023-10-28,US,quantile,0.300,1467.0
77,2023-10-07,wk inc flu hosp,3.0,2023-10-28,US,quantile,0.350,1543.0
78,2023-10-07,wk inc flu hosp,3.0,2023-10-28,US,quantile,0.400,1616.0
79,2023-10-07,wk inc flu hosp,3.0,2023-10-28,US,quantile,0.450,1695.0
80,2023-10-07,wk inc flu hosp,3.0,2023-10-28,US,quantile,0.500,1776.0
81,2023-10-07,wk inc flu hosp,3.0,2023-10-28,US,quantile,0.550,1866.0
82,2023-10-07,wk inc flu hosp,3.0,2023-10-28,US,quantile,0.600,1953.0
83,2023-10-07,wk inc flu hosp,3.0,2023-10-28,US,quantile,0.650,2051.0
84,2023-10-07,wk inc flu hosp,3.0,2023-10-28,US,quantile,0.700,2156.0
85,2023-10-07,wk inc flu hosp,3.0,2023-10-28,US,quantile,0.750,2268.0
86,2023-10-07,wk inc flu hosp,3.0,2023-10-28,US,quantile,0.800,2403.0
87,2023-10-07,wk inc flu hosp,3.0,2023-10-28,US,quantile,0.850,2573.0
88,2023-10-07,wk inc flu hosp,3.0,2023-10-28,US,quantile,0.900,2815.0
89,2023-10-07,wk inc flu hosp,3.0,2023-10-28,US,quantile,0.950,3231.0
90,2023-10-07,wk inc flu hosp,3.0,2023-10-28,US,quantile,0.975,3626.0
91,2023-10-07,wk inc flu hosp,3.0,2023-10-28,US,quantile,0.990,4188.0
92,2023-10-07,wk inc flu hosp,4.0,2023-11-04,US,quantile,0.010,954.0
93,2023-10-07,wk inc flu hosp,4.0,2023-11-04,US,quantile,0.025,1089.0
94,2023-10-07,wk inc flu hosp,4.0,2023-11-04,US,quantile,0.050,1212.0
95,2023-10-07,wk inc flu hosp,4.0,2023-11-04,US,quantile,0.100,1393.0
96,2023-10-07,wk inc flu hosp,4.0,2023-11-04,US,quantile,0.150,1526.0
97,2023-10-07,wk inc flu hosp,4.0,2023-11-04,US,quantile,0.200,1638.0
98,2023-10-07,wk inc flu hosp,4.0,2023-11-04,US,quantile,0.250,1737.0
99,2023-10-07,wk inc flu hosp,4.0,2023-11-04,US,quantile,0.300,1839.0
100,2023-10-07,wk inc flu hosp,4.0,2023-11-04,US,quantile,0.350,1935.0
101,2023-10-07,wk inc flu hosp,4.0,2023-11-04,US,quantile,0.400,2033.0
102,2023-10-07,wk inc flu hosp,4.0,2023-11-04,US,quantile,0.450,2132.0
103,2023-10-07,wk inc flu hosp,4.0,2023-11-04,US,quantile,0.500,2226.0
104,2023-10-07,wk inc flu hosp,4.0,2023-11-04,US,quantile,0.550,2325.0
105,2023-10-07,wk inc flu hosp,4.0,2023-11-04,US,quantile,0.600,2426.0
106,2023-10-07,wk inc flu hosp,4.0,2023-11-04,US,quantile,0.650,2541.0
107,2023-10-07,wk inc flu hosp,4.0,2023-11-04,US,quantile,0.700,2670.0
108,2023-10-07,wk inc flu hosp,4.0,2023-11-04,US,quantile,0.750,2815.0
109,2023-10-07,wk inc flu hosp,4.0,2023-11-04,US,quantile,0.800,2992.0
110,2023-10-07,wk inc flu hosp,4.0,2023-11-04,US,quantile,0.850,3207.0
111,2023-10-07,wk inc flu hosp,4.0,2023-11-04,US,quantile,0.900,3502.0
112,2023-10-07,wk inc flu hosp,4.0,2023-11-04,US,quantile,0.950,3995.0
113,2023-10-07,wk inc flu hosp,4.0,2023-11-04,US,quantile,0.975,4439.0
114,2023-10-07,wk inc flu hosp,4.0,2023-11-04,US,quantile,0.990,5077.0
115,2023-10-07,wk inc flu hosp,5.0,2023-11-11,US,quantile,0.010,1098.0
116,2023-10-07,wk inc flu hosp,5.0,2023-11-11,US,quantile,0.025,1257.0
117,2023-10-07,wk inc flu hosp,5.0,2023-11-11,US,quantile,0.050,1416.0
118,2023-10-07,wk inc flu hosp,5.0,2023-11-11,US,quantile,0.100,1620.0
119,2023-10-07,wk inc flu hosp,5.0,2023-11-11,US,quantile,0.150,1772.0
120,2023-10-07,wk inc flu hosp,5.0,2023-11-11,US,quantile,0.200,1909.0
121,2023-10-07,wk inc flu hosp,5.0,2023-11-11,US,quantile,0.250,2028.0
122,2023-10-07,wk inc flu hosp,5.0,2023-11-11,US,quantile,0.300,2142.0
123,2023-10-07,wk inc flu hosp,5.0,2023-11-11,US,quantile,0.350,2249.0
124,2023-10-07,wk inc flu hosp,5.0,2023-11-11,US,quantile,0.400,2365.0
125,2023-10-07,wk inc flu hosp,5.0,2023-11-11,US,quantile,0.450,2476.0
126,2023-10-07,wk inc flu hosp,5.0,2023-11-11,US,quantile,0.500,2590.0
127,2023-10-07,wk inc flu hosp,5.0,2023-11-11,US,quantile,0.550,2702.0
128,2023-10-07,wk inc flu hosp,5.0,2023-11-11,US,quantile,0.600,2822.0
129,2023-10-07,wk inc flu hosp,5.0,2023-11-11,US,quantile,0.650,2970.0
130,2023-10-07,wk inc flu hosp,5.0,2023-11-11,US,quantile,0.700,3128.0
131,2023-10-07,wk inc flu hosp,5.0,2023-11-11,US,quantile,0.750,3313.0
132,2023-10-07,wk inc flu hosp,5.0,2023-11-11,US,quantile,0.800,3534.0
133,2023-10-07,wk inc flu hosp,5.0,2023-11-11,US,quantile,0.850,3802.0
134,2023-10-07,wk inc flu hosp,5.0,2023-11-11,US,quantile,0.900,4176.0
135,2023-10-07,wk inc flu hosp,5.0,2023-11-11,US,quantile,0.950,4776.0
136,2023-10-07,wk inc flu hosp,5.0,2023-11-11,US,quantile,0.975,5336.0
137,2023-10-07,wk inc flu hosp,5.0,2023-11-11,US,quantile,0.990,6157.0
138,2023-10-07,wk inc flu hosp,6.0,2023-11-18,US,quantile,0.010,1343.0
139,2023-10-07,wk inc flu hosp,6.0,2023-11-18,US,quantile,0.025,1545.0
140,2023-10-07,wk inc flu hosp,6.0,2023-11-18,US,quantile,0.050,1761.0
141,2023-10-07,wk inc flu hosp,6.0,2023-11-18,US,quantile,0.100,2042.0
142,2023-10-07,wk inc flu hosp,6.0,2023-11-18,US,quantile,0.150,2227.0
143,2023-10-07,wk inc flu hosp,6.0,2023-11-18,US,quantile,0.200,2395.0
144,2023-10-07,wk inc flu hosp,6.0,2023-11-18,US,quantile,0.250,2562.0
145,2023-10-07,wk inc flu hosp,6.0,2023-11-18,US,quantile,0.300,2715.0
146,2023-10-07,wk inc flu hosp,6.0,2023-11-18,US,quantile,0.350,2856.0
147,2023-10-07,wk inc flu hosp,6.0,2023-11-18,US,quantile,0.400,2997.0
148,2023-10-07,wk inc flu hosp,6.0,2023-11-18,US,quantile,0.450,3137.0
149,2023-10-07,wk inc flu hosp,6.0,2023-11-18,US,quantile,0.500,3299.0
150,2023-10-07,wk inc flu hosp,6.0,2023-11-18,US,quantile,0.550,3452.0
151,2023-10-07,wk inc flu hosp,6.0,2023-11-18,US,quantile,0.600,3608.0
152,2023-10-07,wk inc flu hosp,6.0,2023-11-18,US,quantile,0.650,3791.0
153,2023-10-07,wk inc flu hosp,6.0,2023-11-18,US,quantile,0.700,4001.0
154,2023-10-07,wk inc flu hosp,6.0,2023-11-18,US,quantile,0.750,4239.0
155,2023-10-07,wk inc flu hosp,6.0,2023-11-18,US,quantile,0.800,4510.0
156,2023-10-07,wk inc flu hosp,6.0,2023-11-18,US,quantile,0.850,4847.0
157,2023-10-07,wk inc flu hosp,6.0,2023-11-18,US,quantile,0.900,5267.0
158,2023-10-07,wk inc flu hosp,6.0,2023-11-18,US,quantile,0.950,6064.0
159,2023-10-07,wk inc flu hosp,6.0,2023-11-18,US,quantile,0.975,6833.0
160,2023-10-07,wk inc flu hosp,6.0,2023-11-18,US,quantile,0.990,7746.0
161,2023-10-07,wk inc flu hosp,7.0,2023-11-25,US,quantile,0.010,1595.0
162,2023-10-07,wk inc flu hosp,7.0,2023-11-25,US,quantile,0.025,1857.0
163,2023-10-07,wk inc flu hosp,7.0,2023-11-25,US,quantile,0.050,2092.0
164,2023-10-07,wk inc flu hosp,7.0,2023-11-25,US,quantile,0.100,2405.0
165,2023-10-07,wk inc flu hosp,7.0,2023-11-25,US,quantile,0.150,2628.0
166,2023-10-07,wk inc flu hosp,7.0,2023-11-25,US,quantile,0.200,2823.0
167,2023-10-07,wk inc flu hosp,7.0,2023-11-25,US,quantile,0.250,3002.0
168,2023-10-07,wk inc flu hosp,7.0,2023-11-25,US,quantile,0.300,3160.0
169,2023-10-07,wk inc flu hosp,7.0,2023-11-25,US,quantile,0.350,3333.0
170,2023-10-07,wk inc flu hosp,7.0,2023-11-25,US,quantile,0.400,3503.0
171,2023-10-07,wk inc flu hosp,7.0,2023-11-25,US,quantile,0.450,3671.0
172,2023-10-07,wk inc flu hosp,7.0,2023-11-25,US,quantile,0.500,3859.0
173,2023-10-07,wk inc flu hosp,7.0,2023-11-25,US,quantile,0.550,4034.0
174,2023-10-07,wk inc flu hosp,7.0,2023-11-25,US,quantile,0.600,4236.0
175,2023-10-07,wk inc flu hosp,7.0,2023-11-25,US,quantile,0.650,4444.0
176,2023-10-07,wk inc flu hosp,7.0,2023-11-25,US,quantile,0.700,4681.0
177,2023-10-07,wk inc flu hosp,7.0,2023-11-25,US,quantile,0.750,4961.0
178,2023-10-07,wk inc flu hosp,7.0,2023-11-25,US,quantile,0.800,5277.0
179,2023-10-07,wk inc flu hosp,7.0,2023-11-25,US,quantile,0.850,5644.0
180,2023-10-07,wk inc flu hosp,7.0,2023-11-25,US,quantile,0.900,6215.0
181,2023-10-07,wk inc flu hosp,7.0,2023-11-25,US,quantile,0.950,7109.0
182,2023-10-07,wk inc flu hosp,7.0,2023-11-25,US,quantile,0.975,8002.0
183,2023-10-07,wk inc flu hosp,7.0,2023-11-25,US,quantile,0.990,9213.0
184,2023-10-07,wk inc flu hosp,8.0,2023-12-02,US,quantile,0.010,1871.0
185,2023-10-07,wk inc flu hosp,8.0,2023-12-02,US,quantile,0.025,2174.0
186,2023-10-07,wk inc flu hosp,8.0,2023-12-02,US,quantile,0.050,2450.0
187,2023-10-07,wk inc flu hosp,8.0,2023-12-02,US,quantile,0.100,2819.0
188,2023-10-07,wk inc flu hosp,8.0,2023-12-02,US,quantile,0.150,3111.0
189,2023-10-07,wk inc flu hosp,8.0,2023-12-02,US,quantile,0.200,3343.0
190,2023-10-07,wk inc flu hosp,8.0,2023-12-02,US,quantile,0.250,3559.0
191,2023-10-07,wk inc flu hosp,8.0,2023-12-02,US,quantile,0.300,3758.0
192,2023-10-07,wk inc flu hosp,8.0,2023-12-02,US,quantile,0.350,3967.0
193,2023-10-07,wk inc flu hosp,8.0,2023-12-02,US,quantile,0.400,4179.0
194,2023-10-07,wk inc flu hosp,8.0,2023-12-02,US,quantile,0.450,4377.0
195,2023-10-07,wk inc flu hosp,8.0,2023-12-02,US,quantile,0.500,4588.0
196,2023-10-07,wk inc flu hosp,8.0,2023-12-02,US,quantile,0.550,4819.0
197,2023-10-07,wk inc flu hosp,8.0,2023-12-02,US,quantile,0.600,5057.0
198,2023-10-07,wk inc flu hosp,8.0,2023-12-02,US,quantile,0.650,5310.0
199,2023-10-07,wk inc flu hosp,8.0,2023-12-02,US,quantile,0.700,5586.0
200,2023-10-07,wk inc flu hosp,8.0,2023-12-02,US,quantile,0.750,5887.0
201,2023-10-07,wk inc flu hosp,8.0,2023-12-02,US,quantile,0.800,6285.0
202,2023-10-07,wk inc flu hosp,8.0,2023-12-02,US,quantile,0.850,6784.0
203,2023-10-07,wk inc flu hosp,8.0,2023-12-02,US,quantile,0.900,7475.0
204,2023-10-07,wk inc flu hosp,8.0,2023-12-02,US,quantile,0.950,8556.0
205,2023-10-07,wk inc flu hosp,8.0,2023-12-02,US,quantile,0.975,9597.0
206,2023-10-07,wk inc flu hosp,8.0,2023-12-02,US,quantile,0.990,11053.0
207,2023-10-07,wk inc flu hosp,9.0,2023-12-09,US,quantile,0.010,2179.0
208,2023-10-07,wk inc flu hosp,9.0,2023-12-09,US,quantile,0.025,2550.0
209,2023-10-07,wk inc flu hosp,9.0,2023-12-09,US,quantile,0.050,2867.0
210,2023-10-07,wk inc flu hosp,9.0,2023-12-09,US,quantile,0.100,3296.0
211,2023-10-07,wk inc flu hosp,9.0,2023-12-09,US,quantile,0.150,3621.0
212,2023-10-07,wk inc flu hosp,9.0,2023-12-09,US,quantile,0.200,3876.0
213,2023-10-07,wk inc flu hosp,9.0,2023-12-09,US,quantile,0.250,4145.0
214,2023-10-07,wk inc flu hosp,9.0,2023-12-09,US,quantile,0.300,4363.0
215,2023-10-07,wk inc flu hosp,9.0,2023-12-09,US,quantile,0.350,4611.0
216,2023-10-07,wk inc flu hosp,9.0,2023-12-09,US,quantile,0.400,4842.0
217,2023-10-07,wk inc flu hosp,9.0,2023-12-09,US,quantile,0.450,5077.0
218,2023-10-07,wk inc flu hosp,9.0,2023-12-09,US,quantile,0.500,5343.0
219,2023-10-07,wk inc flu hosp,9.0,2023-12-09,US,quantile,0.550,5599.0
220,2023-10-07,wk inc flu hosp,9.0,2023-12-09,US,quantile,0.600,5886.0
221,2023-10-07,wk inc flu hosp,9.0,2023-12-09,US,quantile,0.650,6187.0
222,2023-10-07,wk inc flu hosp,9.0,2023-12-09,US,quantile,0.700,6525.0
223,2023-10-07,wk inc flu hosp,9.0,2023-12-09,US,quantile,0.750,6917.0
224,2023-10-07,wk inc flu hosp,9.0,2023-12-09,US,quantile,0.800,7342.0
225,2023-10-07,wk inc flu hosp,9.0,2023-12-09,US,quantile,0.850,7899.0
226,2023-10-07,wk inc flu hosp,9.0,2023-12-09,US,quantile,0.900,8584.0
227,2023-10-07,wk inc flu hosp,9.0,2023-12-09,US,quantile,0.950,9772.0
228,2023-10-07,wk inc flu hosp,9.0,2023-12-09,US,quantile,0.975,10870.0
229,2023-10-07,wk inc flu hosp,9.0,2023-12-09,US,quantile,0.990,12574.0
230,2023-10-07,wk inc flu hosp,10.0,2023-12-16,US,quantile,0.010,2516.0
231,2023-10-07,wk inc flu hosp,10.0,2023-12-16,US,quantile,0.025,2891.0
232,2023-10-07,wk inc flu hosp,10.0,2023-12-16,US,quantile,0.050,3268.0
233,2023-10-07,wk inc flu hosp,10.0,2023-12-16,US,quantile,0.100,3787.0
234,2023-10-07,wk inc flu hosp,10.0,2023-12-16,US,quantile,0.150,4185.0
235,2023-10-07,wk inc flu hosp,10.0,2023-12-16,US,quantile,0.200,4534.0
236,2023-10-07,wk inc flu hosp,10.0,2023-12-16,US,quantile,0.250,4849.0
237,2023-10-07,wk inc flu hosp,10.0,2023-12-16,US,quantile,0.300,5138.0
238,2023-10-07,wk inc flu hosp,10.0,2023-12-16,US,quantile,0.350,5415.0
239,2023-10-07,wk inc flu hosp,10.0,2023-12-16,US,quantile,0.400,5722.0
240,2023-10-07,wk inc flu hosp,10.0,2023-12-16,US,quantile,0.450,6014.0
241,2023-10-07,wk inc flu hosp,10.0,2023-12-16,US,quantile,0.500,6305.0
242,2023-10-07,wk inc flu hosp,10.0,2023-12-16,US,quantile,0.550,6618.0
243,2023-10-07,wk inc flu hosp,10.0,2023-12-16,US,quantile,0.600,6942.0
244,2023-10-07,wk inc flu hosp,10.0,2023-12-16,US,quantile,0.650,7308.0
245,2023-10-07,wk inc flu hosp,10.0,2023-12-16,US,quantile,0.700,7714.0
246,2023-10-07,wk inc flu hosp,10.0,2023-12-16,US,quantile,0.750,8175.0
247,2023-10-07,wk inc flu hosp,10.0,2023-12-16,US,quantile,0.800,8731.0
248,2023-10-07,wk inc flu hosp,10.0,2023-12-16,US,quantile,0.850,9382.0
249,2023-10-07,wk inc flu hosp,10.0,2023-12-16,US,quantile,0.900,10297.0
250,2023-10-07,wk inc flu hosp,10.0,2023-12-16,US,quantile,0.950,11932.0
251,2023-10-07,wk inc flu hosp,10.0,2023-12-16,US,quantile,0.975,13433.0
252,2023-10-07,wk inc flu hosp,10.0,2023-12-16,US,quantile,0.990,15334.0
253,2023-10-07,wk inc flu hosp,11.0,2023-12-23,US,quantile,0.010,2833.0
254,2023-10-07,wk inc flu hosp,11.0,2023-12-23,US,quantile,0.025,3335.0
255,2023-10-07,wk inc flu hosp,11.0,2023-12-23,US,quantile,0.050,3739.0
256,2023-10-07,wk inc flu hosp,11.0,2023-12-23,US,quantile,0.100,4319.0
257,2023-10-07,wk inc flu hosp,11.0,2023-12-23,US,quantile,0.150,4758.0
258,2023-10-07,wk inc flu hosp,11.0,2023-12-23,US,quantile,0.200,5105.0
259,2023-10-07,wk inc flu hosp,11.0,2023-12-23,US,quantile,0.250,5448.0
260,2023-10-07,wk inc flu hosp,11.0,2023-12-23,US,quantile,0.300,5789.0
261,2023-10-07,wk inc flu hosp,11.0,2023-12-23,US,quantile,0.350,6124.0
262,2023-10-07,wk inc flu hosp,11.0,2023-12-23,US,quantile,0.400,6439.0
263,2023-10-07,wk inc flu hosp,11.0,2023-12-23,US,quantile,0.450,6776.0
264,2023-10-07,wk inc flu hosp,11.0,2023-12-23,US,quantile,0.500,7108.0
265,2023-10-07,wk inc flu hosp,11.0,2023-12-23,US,quantile,0.550,7455.0
266,2023-10-07,wk inc flu hosp,11.0,2023-12-23,US,quantile,0.600,7838.0
267,2023-10-07,wk inc flu hosp,11.0,2023-12-23,US,quantile,0.650,8249.0
268,2023-10-07,wk inc flu hosp,11.0,2023-12-23,US,quantile,0.700,8682.0
269,2023-10-07,wk inc flu hosp,11.0,2023-12-23,US,quantile,0.750,9259.0
270,2023-10-07,wk inc flu hosp,11.0,2023-12-23,US,quantile,0.800,9858.0
271,2023-10-07,wk inc flu hosp,11.0,2023-12-23,US,quantile,0.850,10599.0
272,2023-10-07,wk inc flu hosp,11.0,2023-12-23,US,quantile,0.900,11655.0
273,2023-10-07,wk inc flu hosp,11.0,2023-12-23,US,quantile,0.950,13259.0
274,2023-10-07,wk inc flu hosp,11.0,2023-12-23,US,quantile,0.975,14707.0
275,2023-10-07,wk inc flu hosp,11.0,2023-12-23,US,quantile,0.990,16785.0
276,2023-10-07,wk inc flu hosp,12.0,2023-12-30,US,quantile,0.010,3270.0
277,2023-10-07,wk inc flu hosp,12.0,2023-12-30,US,quantile,0.025,3734.0
278,2023-10-07,wk inc flu hosp,12.0,2023-12-30,US,quantile,0.050,4203.0
279,2023-10-07,wk inc flu hosp,12.0,2023-12-30,US,quantile,0.100,4836.0
280,2023-10-07,wk inc flu hosp,12.0,2023-12-30,US,quantile,0.150,5305.0
281,2023-10-07,wk inc flu hosp,12.0,2023-12-30,US,quantile,0.200,5734.0
282,2023-10-07,wk inc flu hosp,12.0,2023-12-30,US,quantile,0.250,6099.0
283,2023-10-07,wk inc flu hosp,12.0,2023-12-30,US,quantile,0.300,6457.0
284,2023-10-07,wk inc flu hosp,12.0,2023-12-30,US,quantile,0.350,6816.0
285,2023-10-07,wk inc flu hosp,12.0,2023-12-30,US,quantile,0.400,7168.0
286,2023-10-07,wk inc flu hosp,12.0,2023-12-30,US,quantile,0.450,7503.0
287,2023-10-07,wk inc flu hosp,12.0,2023-12-30,US,quantile,0.500,7897.0
288,2023-10-07,wk inc flu hosp,12.0,2023-12-30,US,quantile,0.550,8264.0
289,2023-10-07,wk inc flu hosp,12.0,2023-12-30,US,quantile,0.600,8636.0
290,2023-10-07,wk inc flu hosp,12.0,2023-12-30,US,quantile,0.650,9116.0
291,2023-10-07,wk inc flu hosp,12.0,2023-12-30,US,quantile,0.700,9614.0
292,2023-10-07,wk inc flu hosp,12.0,2023-12-30,US,quantile,0.750,10171.0
293,2023-10-07,wk inc flu hosp,12.0,2023-12-30,US,quantile,0.800,10884.0
294,2023-10-07,wk inc flu hosp,12.0,2023-12-30,US,quantile,0.850,11770.0
295,2023-10-07,wk inc flu hosp,12.0,2023-12-30,US,quantile,0.900,12907.0
296,2023-10-07,wk inc flu hosp,12.0,2023-12-30,US,quantile,0.950,14825.0
297,2023-10-07,wk inc flu hosp,12.0,2023-12-30,US,quantile,0.975,16587.0
298,2023-10-07,wk inc flu hosp,12.0,2023-12-30,US,quantile,0.990,18663.0
299,2023-10-07,wk inc flu hosp,13.0,2024-01-06,US,quantile,0.010,3652.0
300,2023-10-07,wk inc flu hosp,13.0,2024-01-06,US,quantile,0.025,4136.0
301,2023-10-07,wk inc flu hosp,13.0,2024-01-06,US,quantile,0.050,4628.0
302,2023-10-07,wk inc flu hosp,13.0,2024-01-06,US,quantile,0.100,5305.0
303,2023-10-07,wk inc flu hosp,13.0,2024-01-06,US,quantile,0.150,5841.0
304,2023-10-07,wk inc flu hosp,13.0,2024-01-06,US,quantile,0.200,6296.0
305,2023-10-07,wk inc flu hosp,13.0,2024-01-06,US,quantile,0.250,6751.0
306,2023-10-07,wk inc flu hosp,13.0,2024-01-06,US,quantile,0.300,7157.0
307,2023-10-07,wk inc flu hosp,13.0,2024-01-06,US,quantile,0.350,7537.0
308,2023-10-07,wk inc flu hosp,13.0,2024-01-06,US,quantile,0.400,7909.0
309,2023-10-07,wk inc flu hosp,13.0,2024-01-06,US,quantile,0.450,8310.0
